selected_zone,ALEPPO,ASPINWALL,AVALON,BALDWIN,BELL ACRES,BELLEVUE,BEN AVON,BEN AVON HEIGHTS,BETHEL PARK,BLAWNOX,BRACKENRIDGE,BRADDOCK,BRADDOCK HILLS,BRADFORD WOODS,BRENTWOOD,BRIDGEVILLE,CARNEGIE,CASTLE SHANNON,CHALFANT,CHESWICK,CHURCHILL,CLAIRTON,COLLIER,CORAOPOLIS,CRAFTON,CRESCENT,DORMONT,DRAVOSBURG,DUQUESNE,EAST DEER,EAST MCKEESPORT,EAST PITTSBURGH,EDGEWOOD,EDGEWORTH,ELIZABETH,EMSWORTH,ETNA,FAWN,FINDLAY,FOREST HILLS,FORWARD,FOX CHAPEL,FRANKLIN PARK,FRAZER,GLASSPORT,GLEN OSBORNE,GLENFIELD,GREEN TREE,HAMPTON,HARMAR,HARRISON,HAYSVILLE,HEIDELBERG,HOMESTEAD,INDIANA,INGRAM,JEFFERSON HILLS,KENNEDY,KILBUCK,LEET,LEETSDALE,LIBERTY,LINCOLN,MARSHALL,MCCANDLESS,MCDONALD,MCKEES ROCKS,MCKEESPORT,MILLVALE,MONROEVILLE,MOON,MOUNT LEBANON,MOUNT OLIVER,MUNHALL,NEVILLE,NORTH BRADDOCK,NORTH FAYETTE,NORTH VERSAILLES,O'HARA,OAKDALE,OAKMONT,OHIO,PENN HILLS,PENNSBURY VILLAGE,PINE,PITCAIRN,PITTSBURGH,PLEASANT HILLS,PLUM,PORT VUE,RANKIN,RESERVE,RICHLAND,ROBINSON,ROSS,ROSSLYN FARMS,SCOTT,SEWICKLEY,SEWICKLEY HEIGHTS,SEWICKLEY HILLS,SHALER,SHARPSBURG,SOUTH FAYETTE,SOUTH PARK,SOUTH VERSAILLES,SPRINGDALE,STOWE,SWISSVALE,TARENTUM,THORNBURG,TRAFFORD,TURTLE CREEK,UPPER ST. CLAIR,VERONA,VERSAILLES,WALL,WEST DEER,WEST ELIZABETH,WEST HOMESTEAD,WEST MIFFLIN,WEST VIEW,WHITAKER,WHITE OAK,WHITEHALL,WILKINS,WILKINSBURG,WILMERDING
MCCANDLESS,0.238849458,0.663600884,0.579298102,0.429294958,0.384341256,0.748047849,0.968326213,0.306666804,0.037623029,0.156746672,0.417807614,0.214882734,0.267331763,0.613024291,0.31732443,0.928455778,0.05502957,0.434338902,0.80512437,0.673154319,0.324689101,0.826924696,0.374755275,0.438717341,0.651389019,0.950848896,0.601670725,0.993981128,0.674130069,0.491269514,0.326459064,0.293877954,0.999795257,0.561775164,0.82718385,0.712956789,0.804744344,0.315548991,0.030532968,0.698344599,0.183232498,0.432512875,0.349967407,0.756567129,0.840317264,0.686199091,0.522961847,0.324869758,0.225459388,0.475475384,0.756579802,0.524588719,0.899211128,0.789566799,0.063765182,0.654593467,0.179730046,0.39435032,0.432293073,0.331478713,0.576817197,0.229809152,0.440413835,0.140159067,0.473990774,0.066316129,0.027911716,0.401504745,0.846830414,0.294307868,0.16318991,0.596543029,0.788230378,0.704157027,0.461729166,0.925060967,0.164875121,0.692261809,0.242161315,0.801314772,0.842395315,0.496298947,0.094486394,0.104216054,0.806523673,0.989323592,0.263386722,0.546686216,0.240250868,0.189551111,0.845280731,0.102135959,0.638785094,0.148082603,0.753191843,0.493588775,0.601354939,0.776193167,0.682705276,0.004737233,0.666639484,0.434658115,0.182037071,0.375181311,0.781586749,0.111843777,0.187208234,0.542404568,0.949754698,0.857938467,0.086028017,0.903094428,0.520371811,0.995595735,0.660988667,0.486181882,0.977317003,0.442133031,0.272653185,0.078068657,0.536241658,0.240473412,0.992520859,0.340576814,0.62981331,0.543413253,0.81069321
MCDONALD,0.259090795,0.865015741,0.967853619,0.931911791,0.579261343,0.948528183,0.368818819,0.913770302,0.938528207,0.91612044,0.25407322,0.482565154,0.917736702,0.816059221,0.227974335,0.187717698,0.870331294,0.438842856,0.532027883,0.046706255,0.397774507,0.67903487,0.404736885,0.709220052,0.797705765,0.009574136,0.208370116,0.966193836,0.084838895,0.582697252,0.217099203,0.458438885,0.992315679,0.799367539,0.912837105,0.438048913,0.92321621,0.572895342,0.296788282,0.711355388,0.461268494,0.082465789,0.330699655,0.246826448,0.422238671,0.766398127,0.193866634,0.578773281,0.780864262,0.853271777,0.929185935,0.644568002,0.972617902,0.277034841,0.915433178,0.486904368,0.959630151,0.390701282,0.241577704,0.254724955,0.798866977,0.87170083,0.84748418,0.561719916,0.476272847,0.376348378,0.844047035,0.756932792,0.514039977,0.22578531,0.075904821,0.493762927,0.930157984,0.424345884,0.054864071,0.799043945,0.021283702,0.221992609,0.584585643,0.749499556,0.032607956,0.963976693,0.573264588,0.73034745,0.095921023,0.149373037,0.776199667,0.091905938,0.783004753,0.659881996,0.008613339,0.986096251,0.142842621,0.912031235,0.218249942,0.478045648,0.739941543,0.542164719,0.016281236,0.070280715,0.012046584,0.328925011,0.099061341,0.102315727,0.370100358,0.145074124,0.713158628,0.640379087,0.456216041,0.424108592,0.390715837,0.964286954,0.731849323,0.220569013,0.559014813,0.776972781,0.9354584,0.872282641,0.279176506,0.562881849,0.806668079,0.444393473,0.823243384,0.759313066,0.503791565,0.437018348,0.183782636
MCKEES ROCKS,0.659103701,0.839238387,0.325769493,0.210703758,0.930037009,0.59036776,0.524201207,0.052668137,0.90714359,0.80430754,0.934325083,0.411437192,0.260952907,0.287824891,0.070613115,0.406159701,0.911294882,0.321831578,0.578987531,0.184073427,0.864260543,0.429031288,0.798125231,0.838386278,0.871534872,0.657235536,0.224786079,0.269724203,0.905483594,0.549045833,0.42897216,0.268515902,0.54199851,0.722870933,0.179586081,0.287567992,0.97107476,0.431013225,0.655780606,0.953464852,0.528534117,0.478317347,0.952801886,0.675982209,0.897858266,0.391413544,0.85155027,0.368796496,0.419575582,0.007971777,0.018340493,0.995172368,0.75179145,0.363738033,0.241875152,0.771990898,0.130901611,0.35842352,0.665612589,0.885319816,0.098139623,0.022828685,0.99747676,0.901453955,0.216731548,0.778898041,0.940748516,0.696076378,0.632685547,0.918862537,0.529937566,0.836990901,0.751933335,0.991292192,0.715863299,0.273026404,0.645890306,0.900142803,0.195545234,0.206498484,0.978308833,0.77591548,0.851639543,0.816554226,0.566401677,0.063970029,0.355470771,0.180297134,0.27562771,0.999443747,0.709119768,0.991624216,0.51598751,0.717376389,0.622546379,0.963552885,0.479146681,0.225508382,0.70785758,0.652767965,0.442128127,0.799852935,0.994150516,0.122306355,0.526628553,0.237431318,0.810844403,0.16371602,0.177959385,0.041434223,0.720539781,0.583274265,0.265706331,0.966610126,0.990909669,0.909269351,0.499035186,0.605925121,0.912886921,0.934586604,0.238996811,0.391957,0.727363344,0.16430654,0.16445636,0.952596129,0.613250013
MCKEESPORT,0.84784643,0.193339852,0.69324162,0.689519832,0.501225144,0.123064611,0.692106857,0.034583065,0.208441886,0.203338755,0.025267274,0.497627402,0.981363049,0.668459593,0.202311998,0.230441778,0.987790832,0.241182534,0.249744798,0.222465755,0.657030387,0.463510146,0.242492159,0.713251499,0.757570984,0.680050595,0.919767176,0.065382464,0.780808219,0.725517709,0.491685217,0.429536557,0.744988484,0.080449214,0.11539808,0.349062101,0.827221786,0.455116687,0.011296696,0.865608412,0.369098824,0.171296396,0.960314776,0.922759478,0.033378789,0.02082266,0.651653287,0.026776611,0.492444807,0.671675867,0.101774592,0.802881313,0.585349486,0.944892848,0.577936408,0.930793183,0.351528106,0.570206684,0.476613226,0.055552041,0.227561375,0.290069426,0.935357279,0.787555017,0.05268127,0.545888245,0.438091427,0.550200352,0.150266462,0.925255478,0.202186511,0.076133654,0.675491987,0.949070201,0.074839572,0.675124628,0.854101796,0.304821672,0.043595403,0.621709679,0.577025126,0.216610584,0.971107403,0.981198388,0.583716226,0.015452408,0.08350602,0.279292803,0.171928471,0.877796294,0.729673523,0.730730341,0.979528604,0.184122579,0.41927402,0.422468838,0.922620893,0.725037316,0.797683035,0.717735084,0.413816616,0.520351095,0.318556222,0.361096053,0.878267728,0.567628037,0.850343941,0.323112582,0.713876287,0.208108206,0.945515124,0.666162319,0.747197657,0.98615112,0.269452688,0.136790432,0.847876577,0.75949621,0.082145578,0.280560571,0.053206383,0.452614712,0.938461936,0.910149592,0.471980387,0.153016093,0.514453179
MILLVALE,0.758206549,0.076602032,0.482466402,0.974942642,0.799712498,0.51876911,0.516256197,0.022671514,0.426470745,0.760143416,0.659466205,0.330589592,0.625299628,0.480692956,0.862280188,0.517914766,0.952300291,0.543316648,0.074896648,0.304411743,0.160647749,0.684224937,0.723930429,0.396162606,0.561369259,0.284523891,0.312113136,0.989233413,0.722555369,0.893049385,0.733754143,0.479293176,0.426578045,0.500546262,0.935837077,0.850214145,0.338744598,0.787918144,0.429265196,0.838303378,0.998572651,0.607742465,0.927216545,0.661565645,0.929299696,0.588937803,0.57746202,0.620403491,0.162374315,0.458811682,0.623788732,0.842272398,0.624876742,0.135550151,0.573630009,0.774385725,0.634662951,0.70877556,0.33382143,0.928636939,0.589007621,0.312257813,0.211066255,0.573084267,0.704676517,0.821042888,0.969852242,0.120471765,0.265915487,0.804731086,0.861156119,0.140169484,0.091782748,0.28300339,0.851567206,0.810081717,0.216891383,0.102970425,0.331335584,0.319340022,0.799209165,0.387125198,0.139529337,0.126664572,0.527252019,0.148734078,0.833919958,0.088345916,0.59085727,0.420359215,0.873758077,0.703580216,0.275179971,0.526061004,0.199650253,0.783957525,0.901493189,0.471532492,0.141381635,0.623428996,0.122577529,0.732608077,0.475738686,0.963584051,0.222138451,0.228640274,0.495214674,0.58357055,0.42646966,0.25756875,0.089419734,0.866887603,0.879239075,0.766445373,0.049967134,0.795900238,0.08868104,0.767679668,0.086555761,0.147892697,0.670531434,0.448276303,0.733017847,0.68070119,0.497465729,0.720647203,0.800460181
MONROEVILLE,0.933227281,0.533708404,0.930714498,0.107072286,0.267275056,0.593060029,0.645240006,0.487026254,0.976720242,0.721119362,0.350183424,0.5669012,0.192993138,0.972477951,0.309624895,0.22538587,0.694374831,0.959889105,0.432409777,0.542997648,0.371197914,0.577154434,0.950411292,0.762751045,0.281383899,0.11284166,0.472081477,0.381639997,0.576621462,0.323108453,0.790737168,0.241717428,0.95684125,0.306655348,0.224177657,0.239677751,0.864209618,0.51699226,0.728191704,0.672739118,0.629475316,0.152218623,0.649667195,0.110938365,0.361860341,0.716611982,0.330059967,0.553030201,0.67027775,0.575594318,0.933245143,0.978557171,0.207926144,0.8455494,0.013796766,0.679310895,0.265114233,0.214102075,0.688360702,0.871648693,0.675888352,0.65248601,0.568041427,0.609628247,0.629148849,0.854340071,0.377464553,0.290169441,0.482859343,0.175379238,0.476399682,0.203547023,0.772357062,0.84687515,0.297743659,0.757242567,0.539619082,0.992792263,0.56824908,0.025115317,0.665067428,0.514858306,0.153984098,0.879192666,0.088738111,0.846638048,0.067377539,0.950170955,0.252541752,0.554562051,0.745551576,0.480875797,0.911605636,0.173617155,0.715854908,0.043174382,0.20400295,0.37634926,0.912188788,0.792535754,0.291820084,0.748651961,0.635308579,0.70581087,0.603887186,0.096263988,0.649948336,0.226600513,0.760377734,0.431034452,0.565816691,0.688613809,0.571329536,0.7996103,0.135194073,0.499670995,0.064578575,0.040915966,0.087000024,0.385485242,0.287146618,0.837163971,0.581994217,0.131477096,0.821041291,0.783112652,0.356887491
MOON,0.357498272,0.589279898,0.960818148,0.959376093,0.565544805,0.273865246,0.575699905,0.89419867,0.336518038,0.523930435,0.920047365,0.121934521,0.696878325,0.472407468,0.610073831,0.691390192,0.698838266,0.536756117,0.882166165,0.06146448,0.382682121,0.283125988,0.055201508,0.109277514,0.827252398,0.348257753,0.871665294,0.521614151,0.237503148,0.407633115,0.499162909,0.167352314,0.813362985,0.302919344,0.035501826,0.479791416,0.727052428,0.031386297,0.32631714,0.687752127,0.85671402,0.209038825,0.734962979,0.241657784,0.215277881,0.993856446,0.931131877,0.535585841,0.044525492,0.871413007,0.454473568,0.172381434,0.809043086,0.44189615,0.618263893,0.237616121,0.798165043,0.654649657,0.176872447,0.01822821,0.053256193,0.820997839,0.153028329,0.657532821,0.30817587,0.404089519,0.594271058,0.428786296,0.103779579,0.074415003,0.92620914,0.06738801,0.917196337,0.564750298,0.404073432,0.975349566,0.816612048,0.203513683,0.913430318,0.149289058,0.872598632,0.042176721,0.20264669,0.075588403,0.362524716,0.37899094,0.031030259,0.865057496,0.536439332,0.358149586,0.61643028,0.253848615,0.95440036,0.828258385,0.784875812,0.08292656,0.107216026,0.775619374,0.868537194,0.403750298,0.854350597,0.469690486,0.901494048,0.581525107,0.215853854,0.850369821,0.504294791,0.344440237,0.037763101,0.863351044,0.627689872,0.539015261,0.75292585,0.840560463,0.525625003,0.07066898,0.777449345,0.712582812,0.135408148,0.494550034,0.037506391,0.639351559,0.333406596,0.849490206,0.457092983,0.646471557,0.3574697
MOUNT LEBANON,0.557226761,0.409251782,0.35624125,0.917482915,0.404656304,0.787737933,0.887858983,0.146338368,0.766684898,0.015898587,0.872452044,0.688783465,0.489643592,0.661139771,0.368852748,0.639688955,0.984283514,0.999833889,0.858444439,0.860917115,0.531235082,0.512653884,0.320465124,0.341689641,0.932396644,0.653330485,0.446532073,0.706474671,0.328002384,0.134399151,0.996270825,0.346191591,0.095792294,0.801350513,0.16872956,0.747501483,0.738377178,0.579115574,0.490736209,0.734602526,0.698658281,0.760577299,0.25703458,0.935603475,0.459273429,0.831917453,0.062627728,0.217100779,0.676537959,0.215328846,0.599211276,0.103531843,0.997813394,0.319262175,0.830668593,0.85184917,0.618843896,0.156340645,0.876025638,0.322297074,0.527271038,0.025015843,0.544755503,0.636549238,0.794454541,0.69469212,0.700836167,0.144546994,0.474311948,0.883676204,0.270695517,0.212637453,0.855180457,0.499056786,0.788351734,0.035334483,0.724757758,0.84401834,0.045230437,0.941193581,0.590905128,0.310918077,0.945026001,0.144288729,0.651135875,0.86613301,0.808676345,0.341613846,0.029086178,0.234061436,0.321342282,0.217138731,0.755864135,0.653233417,0.906349868,0.453350813,0.658380547,0.393335217,0.365325216,0.572889821,0.040817112,0.415137943,0.795165814,0.82455653,0.345398662,0.001346101,0.833101574,0.398592976,0.527165332,0.388891495,0.889482151,0.96583727,0.999563334,0.99839791,0.848655887,0.389668776,0.642566785,0.253829342,0.022195998,0.001432577,0.155021634,0.146186555,0.913984984,0.878381948,0.912288146,0.452085599,0.562974345
MOUNT OLIVER,0.937221217,0.95440155,0.925382388,0.841120755,0.986411089,0.499617555,0.239373701,0.316763036,0.480789158,0.957862674,0.121314768,0.282427379,0.3965695,0.212617853,0.04931187,0.450734145,0.533730383,0.753909491,0.971950666,0.779568838,0.981339556,0.568485255,0.026609523,0.230148983,0.498291602,0.194155663,0.80319633,0.063098637,0.806938907,0.980072627,0.522538798,0.068293486,0.041593197,0.377127532,0.884285608,0.207248252,0.801937265,0.107128666,0.644583128,0.228111088,0.443285095,0.172838014,0.540977748,0.819524488,0.326540236,0.569289023,0.820514041,0.949125186,0.986977816,0.170456126,0.682333099,0.218583627,0.983731222,0.562978874,0.522023387,0.323116619,0.162387789,0.121404388,0.575867471,0.770300851,0.04932209,0.801660721,0.392744105,0.080664513,0.166871511,0.672816313,0.210464608,0.924609012,0.840283452,0.116546835,0.668920536,0.747512238,0.272406196,0.853971338,0.702580559,0.315721527,0.5165272,0.841546839,0.728851902,0.004591658,0.996605612,0.382130469,0.697840721,0.229570495,0.507150866,0.096162984,0.323382706,0.816427221,0.138348796,0.863530209,0.43183955,0.296734632,0.530739216,0.12373549,0.182344294,0.176807871,0.600079194,0.456884945,0.857071818,0.47195746,0.221818737,0.577401909,0.35966541,0.414514319,0.547751122,0.879668685,0.223234752,0.998666357,0.830518829,0.499046156,0.898768549,0.226421006,0.32945092,0.376583211,0.350020576,0.130720997,0.205992144,0.597253008,0.049071248,0.751995684,0.893564517,0.199721633,0.838838744,0.797156169,0.061781229,0.267502344,0.863097015
MUNHALL,0.898228649,0.599170907,0.27384597,0.499911387,0.334496702,0.155518557,0.338845861,0.278124242,0.100597019,0.492419049,0.217830596,0.185716152,0.425495098,0.433415449,0.201885233,0.971178653,0.336995814,0.389939247,0.208908586,0.863304577,0.299787392,0.411891101,0.878710501,0.455960528,0.311245009,0.979939077,0.7401053,0.232531303,0.808885209,0.635441052,0.933786322,0.825340922,0.804555966,0.833066606,0.151017209,0.596962662,0.224254587,0.83280571,0.243789402,0.566283167,0.10029926,0.330360504,0.556475255,0.732334785,0.962351494,0.972805381,0.896130348,0.529416822,0.320562006,0.442909179,0.947550275,0.831270312,0.643128365,0.123953765,0.04426284,0.83160618,0.570650291,0.661577283,0.639042242,0.30371495,0.745157807,0.260163012,0.891988284,0.418704526,0.947997871,0.298347324,0.296283164,0.523854039,0.296426143,0.296192469,0.819798565,0.004954346,0.948206926,0.717840899,0.497640574,0.389822296,0.090908698,0.93291139,0.381638723,0.939046654,0.355494118,0.275325851,0.965771277,0.774964638,0.443108795,0.261572063,0.596789592,0.465585935,0.2919265,0.58986421,0.959940879,0.238349857,0.67884704,0.354366048,0.021578929,0.144680502,0.815968073,0.90478931,0.987743034,0.701622554,0.544452302,0.476596392,0.642443869,0.290549777,0.750985744,0.322711725,0.428409385,0.585767185,0.724115147,0.738871182,0.141394232,0.9902868,0.625368704,0.833932443,0.968874313,0.987816547,0.88642771,0.182426642,0.134328016,0.410077095,0.510406945,0.964217927,0.0449761,0.706718228,0.541850077,0.589965732,0.165299658
NEVILLE,0.677635336,0.688624212,0.116518886,0.415538442,0.913218219,0.608021633,0.232667188,0.695343633,0.425972162,0.593057696,0.25767913,0.641378751,0.670312976,0.523258634,0.126499606,0.113934526,0.071577584,0.960965634,0.565367774,0.457959088,0.68712932,0.735650965,0.832197087,0.868241238,0.00975002,0.522212953,0.697609576,0.624273115,0.104693211,0.264867793,0.60539756,0.597361567,0.220025929,0.046141851,0.94293569,0.291486296,0.326950893,0.291018281,0.034655483,0.063376173,0.37936059,0.518247497,0.410423695,0.191803733,0.512700479,0.827328007,0.157382195,0.712631038,0.977898446,0.119568951,0.153569676,0.834187445,0.192775124,0.193968461,0.196788605,0.471538721,0.882786069,0.599301426,0.003310785,0.12920007,0.793474443,0.372844486,0.360355587,0.817123787,0.72658005,0.22530915,0.268720177,0.326654234,0.107552695,0.762008342,0.349682374,0.861847485,0.953585685,0.65279791,0.184993248,0.697471542,0.872536905,0.006704627,0.477567307,0.347625679,0.886442919,0.783211364,0.391593171,0.03701969,0.578335935,0.290261452,0.507626046,0.964820689,0.937021271,0.904166194,0.733671013,0.015442378,0.918770388,0.308835295,0.557588472,0.93917766,0.976151657,0.002878229,0.630945045,0.001145572,0.254173547,0.59847273,0.845676573,0.18471737,0.030859092,0.140055573,0.832073819,0.93338525,0.94921362,0.236610497,0.529713314,0.83666821,0.781686322,0.991441358,0.051280413,0.497361936,0.783720575,0.16292668,0.633312977,0.127304472,0.70108228,0.260522623,0.787632042,0.18291048,0.882623364,0.171907661,0.431063961
NORTH BRADDOCK,0.808203247,0.967270471,0.304179786,0.465465053,0.251276774,0.021286818,0.372879807,0.653281374,0.184544068,0.64980291,0.20203258,0.85230839,0.064479697,0.320047534,0.738001671,0.657242862,0.536598913,0.472191028,0.796704589,0.970301016,0.352343376,0.597960847,0.593637501,0.396544088,0.494474446,0.618015178,0.982544686,0.256786076,0.754030151,0.055750119,0.493478209,0.885174198,0.120758202,0.573987247,0.881974883,0.849712974,0.225747639,0.952871399,0.160887472,0.067784393,0.297375,0.98749894,0.292531945,0.948274063,0.804045343,0.685233661,0.986412622,0.748391864,0.279403192,0.927734287,0.170813176,0.20032446,0.952856803,0.973099599,0.51876456,0.94608637,0.939668687,0.014459136,0.708562441,0.96676596,0.243237823,0.247701218,0.801174026,0.058246618,0.214652898,0.432070414,0.349853369,0.209442344,0.186418274,0.85765233,0.029006335,0.901299384,0.19063962,0.717758362,0.870207786,0.125218942,0.589327717,0.219056652,0.654786789,0.861703382,0.875932121,0.548779774,0.259390369,0.624496452,0.314665355,0.905099865,0.33016053,0.631759291,0.615574431,0.337598542,0.604247075,0.706336029,0.665194873,0.997697676,0.379606551,0.261089505,0.358506205,0.68411674,0.157554551,0.29511744,0.087716343,0.866971563,0.609270942,0.107979636,0.409358247,0.066483253,0.86760133,0.297665339,0.34822804,0.010367955,0.386423867,0.729684596,0.324263299,0.531876215,0.18385795,0.58664746,0.070760746,0.247213843,0.892144486,0.477228105,0.556867426,0.555296415,0.827122748,0.369815474,0.215225201,0.557688508,0.445222922
NORTH FAYETTE,0.042767723,0.864751175,0.475816704,0.747219591,0.106969138,0.466486164,0.40312246,0.676889552,0.285071844,0.780193414,0.307778705,0.404303085,0.9700222,0.174219333,0.667512814,0.503651746,0.225736813,0.509284688,0.429141423,0.664717633,0.696741053,0.909284875,0.611170476,0.515049099,0.145487548,0.669331367,0.687990918,0.12952251,0.453890884,0.79723273,0.220277318,0.700148575,0.826747449,0.355215132,0.630917386,0.373335256,0.56439535,0.765664024,0.691813963,0.561242019,0.518247102,0.907547248,0.885985668,0.542871117,0.759558545,0.347846321,0.46824376,0.281435727,0.702292523,0.004217819,0.443264343,0.178029552,0.556437168,0.546279159,0.535786327,0.615516741,0.489164248,0.190738368,0.052861544,0.399013636,0.751361255,0.312261796,0.017625849,0.557880833,0.719801561,0.690880569,0.981069904,0.026332367,0.367440368,0.906504124,0.807605189,0.471011636,0.569299423,0.398015536,0.431601326,0.653475274,0.149841341,0.060688224,0.275454928,0.880890302,0.856679565,0.322722606,0.384545389,0.549087239,0.573029942,0.286497867,0.146777189,0.006334118,0.863442792,0.291015336,0.980415551,0.234778575,0.923139244,0.9525708,0.318894476,0.918213055,0.987127899,0.759654704,0.248545995,0.560493048,0.435469175,0.166896204,0.910243694,0.329968863,0.376348086,0.892007931,0.553112519,0.994687014,0.528582378,0.111897954,0.845589193,0.279103231,0.057130882,0.455170424,0.810436427,0.697203788,0.944329893,0.137127921,0.796283006,0.061248778,0.489101658,0.357616624,0.897825761,0.348563502,0.33968511,0.332417509,0.383668419
NORTH VERSAILLES,0.671403442,0.964451813,0.668591701,0.544216861,0.096499217,0.964302322,0.349786516,0.339265032,0.686265455,0.800693248,0.10414857,0.214519305,0.480938379,0.314388228,0.897896197,0.048769398,0.67125232,0.300570624,0.411343049,0.474837252,0.294702695,0.314760033,0.284426703,0.598086958,0.821199812,0.805402247,0.745962104,0.154089206,0.813736925,0.681366313,0.447040886,0.532338653,0.454691821,0.236452586,0.911631399,0.56923444,0.382405967,0.584888256,0.273744751,0.443744569,0.120171561,0.199519465,0.18961186,0.006051274,0.064581089,0.313304439,0.319399169,0.745741069,0.412222354,0.952706644,0.882334097,0.597187688,0.2057308,0.811379914,0.455142416,0.403157868,0.66925846,0.79190601,0.219862562,0.506207991,0.160150761,0.690737581,0.813774316,0.305943591,0.155938953,0.508031889,0.925269961,0.992886104,0.927911344,0.247770438,0.975594074,0.464280276,0.508411975,0.99156942,0.231503925,0.901474694,0.822451459,0.352783109,0.019184571,0.387951552,0.658593814,0.228962765,0.669685061,0.561437981,0.381881756,0.421455852,0.60011149,0.694584347,0.017683454,0.074581119,0.135314371,0.851737141,0.139452821,0.868943654,0.059549766,0.25239044,0.073550123,0.454130205,0.017554026,0.724630026,0.091865841,0.907523293,0.483868816,0.805013026,0.573715998,0.562903414,0.595919673,0.102630139,0.003758645,0.92229544,0.955318734,0.597829042,0.169306506,0.854758143,0.015176041,0.891209004,0.161920983,0.98281864,0.751958177,0.829446786,0.977537396,0.412532481,0.538079318,0.491153188,0.872853199,0.948642927,0.187690392
O'HARA,0.147790417,0.728939137,0.337370168,0.090801604,0.904067937,0.66363376,0.698516145,0.021804544,0.928760431,0.596897562,0.349240311,0.122936177,0.088014937,0.956714487,0.569727699,0.198183068,0.303644768,0.313991973,0.55289403,0.667826796,0.632815994,0.385206891,0.320113674,0.388524407,0.249249744,0.57856821,0.271156562,0.129457823,0.93715793,0.981181607,0.141852361,0.328846355,0.170580567,0.943653175,0.157164902,0.032339991,0.26467215,0.819773136,0.853118133,0.691219619,0.220599175,0.882651578,0.990070646,0.359861433,0.715363569,0.938436106,0.137409418,0.938820959,0.67627667,0.957957221,0.955549398,0.571479142,0.53243337,0.17617104,0.212875812,0.321973155,0.058771623,0.36669724,0.597558174,0.142409169,0.882366978,0.529369808,0.151549165,0.005564941,0.826771418,0.163113738,0.281679759,0.786605937,0.641448446,0.660860056,0.609522948,0.500702028,0.228839718,0.055067467,0.376672632,0.820003106,0.987484976,0.526941449,0.888018278,0.494217884,0.032343448,0.110203512,0.869604717,0.736250116,0.833683884,0.07773425,0.551011412,0.608285645,0.821477887,0.720506564,0.49433758,0.144783978,0.186379141,0.488763585,0.620344198,0.644428298,0.886981957,0.818687392,0.917360201,0.383689435,0.843499363,0.305516386,0.092277104,0.724917665,0.383350469,0.469723657,0.874840499,0.347092396,0.838548308,0.074482491,0.646229999,0.996907021,0.458381805,0.743656184,0.714274683,0.317842054,0.418939115,0.554748696,0.494286465,0.991065882,0.920594315,0.030780918,0.012425089,0.92429947,0.780321208,0.864515238,0.667086222
OAKDALE,0.473195667,0.789947803,0.070234481,0.408181545,0.642325674,0.229564917,0.540189277,0.221501904,0.473333222,0.67600688,0.611695247,0.740882203,0.804708006,0.08890248,0.490287143,0.464277469,0.379430933,0.070618721,0.583206106,0.802565801,0.201865035,0.19379872,0.063370473,0.463899567,0.704300205,0.797607631,0.63200679,0.15119327,0.302498915,0.317616148,0.819836951,0.656036768,0.062705797,0.459700346,0.480298779,0.404560645,0.061932589,0.296005897,0.482937336,0.503860066,0.189630638,0.506206266,0.318859771,0.319539494,0.81913783,0.003666858,0.873813299,0.108058174,0.369135787,0.999973872,0.961220913,0.4368845,0.736721763,0.396695352,0.52555737,0.793478904,0.675305423,0.594693096,0.634878302,0.347798733,0.491428576,0.447834516,0.320923705,0.33228221,0.551096621,0.975975787,0.883836181,0.000250833,0.854664976,0.516527444,0.944310969,0.12332236,0.143196364,0.818383387,0.190565907,0.348125866,0.427134558,0.306603806,0.8709752,0.340502698,0.851396098,0.133414634,0.209032657,0.709413207,0.296334235,0.995050389,0.073950273,0.004620148,0.07536685,0.50004022,0.865313581,0.417422784,0.767215274,0.434157723,0.416918769,0.381957405,0.782257794,0.001437487,0.528412814,0.670038906,0.310755465,0.834875128,0.150086747,0.047050163,0.282095728,0.971819525,0.779415954,0.652438458,0.636245352,0.592813293,0.107297584,0.768823052,0.54716286,0.016841331,0.527986625,0.424648066,0.606380917,0.71809896,0.451411588,0.162350146,0.759172045,0.173736837,0.019366636,0.511647791,0.694668714,0.150826044,0.20316582
